Jurisdiction,Category,Type,Total type,Management,Fate,y,ds,Sub-stream
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,21048,2011-12-31,09 Total
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2011-12-31,02 C&D
Tas,Total,,All other waste total,Landfill,Disposal,38304,2011-12-31,02 C&D
Tas,Total,,All other waste total,Landfill,Energy recovery,481,2011-12-31,02 C&D
Tas,Total,,All other waste total,Recycling,Recycling,0,2011-12-31,02 C&D
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2011-12-31,03 C&I core
Tas,Total,,All other waste total,Landfill,Disposal,211076,2011-12-31,03 C&I core
Tas,Total,,All other waste total,Landfill,Energy recovery,24280,2011-12-31,03 C&I core
Tas,Total,,All other waste total,Recycling,Recycling,70541,2011-12-31,03 C&I core
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2011-12-31,01 MSW
Tas,Total,,All other waste total,Landfill,Disposal,150041,2011-12-31,01 MSW
Tas,Total,,All other waste total,Landfill,Energy recovery,21371,2011-12-31,01 MSW
Tas,Total,,All other waste total,Recycling,Recycling,86335,2011-12-31,01 MSW
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2011-12-31,09 Total
Tas,Total,,All other waste total,Landfill,Disposal,399421,2011-12-31,09 Total
Tas,Total,,All other waste total,Landfill,Energy recovery,46132,2011-12-31,09 Total
Tas,Total,,All other waste total,Recycling,Recycling,156876,2011-12-31,09 Total
Vic,Ash,,Ash waste total,Other disposal,Long-term storage,1458839,2011-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Recycling,Recycling,0,2011-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Other disposal,Long-term storage,1458839,2011-12-31,09 Total
Vic,Ash,,Ash waste total,Recycling,Recycling,0,2011-12-31,09 Total
Vic,Biosolids,,Biosolids total,Other disposal,Disposal,287998,2011-12-31,03 C&I core
Vic,Biosolids,,Biosolids total,Recycling,Recycling,155076,2011-12-31,03 C&I core
Vic,Biosolids,,Biosolids total,Other disposal,Disposal,287998,2011-12-31,09 Total
Vic,Biosolids,,Biosolids total,Recycling,Recycling,155076,2011-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2011-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,302492,2011-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,5,2011-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,1519,2011-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,1548,2011-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2011-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,6193,2011-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,29060,2011-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,232881,2011-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,3638,2011-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,308361,2011-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,61145,2011-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,11232,2011-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,104877,2011-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,29060,2011-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,535373,2011-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,3643,2011-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,309880,2011-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,62693,2011-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,11232,2011-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,111070,2011-12-31,09 Total
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2011-12-31,02 C&D
Vic,Total,,All other waste total,Landfill,Disposal,1039488,2011-12-31,02 C&D
Vic,Total,,All other waste total,Landfill,Energy recovery,20431,2011-12-31,02 C&D
Vic,Total,,All other waste total,Recycling,Recycling,3140899,2011-12-31,02 C&D
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,1192,2011-12-31,03 C&I core
Vic,Total,,All other waste total,Landfill,Disposal,1409703,2011-12-31,03 C&I core
Vic,Total,,All other waste total,Landfill,Energy recovery,180176,2011-12-31,03 C&I core
Vic,Total,,All other waste total,Recycling,Recycling,2533024,2011-12-31,03 C&I core
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2011-12-31,01 MSW
Vic,Total,,All other waste total,Landfill,Disposal,1633098,2011-12-31,01 MSW
Vic,Total,,All other waste total,Landfill,Energy recovery,320286,2011-12-31,01 MSW
Vic,Total,,All other waste total,Recycling,Recycling,1434012,2011-12-31,01 MSW
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,1192,2011-12-31,09 Total
Vic,Total,,All other waste total,Landfill,Disposal,4082289,2011-12-31,09 Total
Vic,Total,,All other waste total,Landfill,Energy recovery,520893,2011-12-31,09 Total
Vic,Total,,All other waste total,Recycling,Recycling,7107935,2011-12-31,09 Total
WA,Ash,,Ash waste total,Other disposal,Long-term storage,296372,2011-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Recycling,Recycling,712315,2011-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Other disposal,Long-term storage,296372,2011-12-31,09 Total
WA,Ash,,Ash waste total,Recycling,Recycling,712315,2011-12-31,09 Total
WA,Biosolids,,Biosolids total,Other disposal,Disposal,12412,2011-12-31,03 C&I core
WA,Biosolids,,Biosolids total,Recycling,Recycling,98051,2011-12-31,03 C&I core
WA,Biosolids,,Biosolids total,Other disposal,Disposal,12412,2011-12-31,09 Total
WA,Biosolids,,Biosolids total,Recycling,Recycling,98051,2011-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2011-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,11148,2011-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2011-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,1154,2011-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,641,2011-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2011-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,2566,2011-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,11495,2011-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,101817,2011-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,3072,2011-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,397241,2011-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,24210,2011-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,8168,2011-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,37369,2011-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,11495,2011-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,112964,2011-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,3072,2011-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,398395,2011-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,24851,2011-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,8168,2011-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,39935,2011-12-31,09 Total
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2011-12-31,02 C&D
WA,Total,,All other waste total,Landfill,Disposal,1672991,2011-12-31,02 C&D
WA,Total,,All other waste total,Landfill,Energy recovery,15095,2011-12-31,02 C&D
WA,Total,,All other waste total,Recycling,Recycling,1043761,2011-12-31,02 C&D
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2011-12-31,03 C&I core
WA,Total,,All other waste total,Landfill,Disposal,961445,2011-12-31,03 C&I core
WA,Total,,All other waste total,Landfill,Energy recovery,69872,2011-12-31,03 C&I core
WA,Total,,All other waste total,Recycling,Recycling,429784,2011-12-31,03 C&I core
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2011-12-31,01 MSW
WA,Total,,All other waste total,Landfill,Disposal,960584,2011-12-31,01 MSW
WA,Total,,All other waste total,Landfill,Energy recovery,77543,2011-12-31,01 MSW
WA,Total,,All other waste total,Recycling,Recycling,552580,2011-12-31,01 MSW
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2011-12-31,09 Total
WA,Total,,All other waste total,Landfill,Disposal,3595020,2011-12-31,09 Total
WA,Total,,All other waste total,Landfill,Energy recovery,162511,2011-12-31,09 Total
WA,Total,,All other waste total,Recycling,Recycling,2026125,2011-12-31,09 Total
ACT,Biosolids,,Biosolids total,Other disposal,Disposal,21302,2010-12-31,03 C&I core
ACT,Biosolids,,Biosolids total,Recycling,Recycling,0,2010-12-31,03 C&I core
ACT,Biosolids,,Biosolids total,Other disposal,Disposal,21302,2010-12-31,09 Total
ACT,Biosolids,,Biosolids total,Recycling,Recycling,0,2010-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,266,2010-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2010-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,1,2010-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,3,2010-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2010-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,10,2010-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,975,2010-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,2573,2010-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,154,2010-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,4621,2010-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,819,2010-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,142,2010-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,1243,2010-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,975,2010-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,2839,2010-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,154,2010-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,4623,2010-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,822,2010-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,142,2010-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,1253,2010-12-31,09 Total
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
ACT,Total,,All other waste total,Landfill,Disposal,31023,2010-12-31,02 C&D
ACT,Total,,All other waste total,Landfill,Energy recovery,3599,2010-12-31,02 C&D
ACT,Total,,All other waste total,Recycling,Recycling,219670,2010-12-31,02 C&D
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,03 C&I core
ACT,Total,,All other waste total,Landfill,Disposal,73891,2010-12-31,03 C&I core
ACT,Total,,All other waste total,Landfill,Energy recovery,17846,2010-12-31,03 C&I core
ACT,Total,,All other waste total,Recycling,Recycling,195571,2010-12-31,03 C&I core
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,01 MSW
ACT,Total,,All other waste total,Landfill,Disposal,40681,2010-12-31,01 MSW
ACT,Total,,All other waste total,Landfill,Energy recovery,12607,2010-12-31,01 MSW
ACT,Total,,All other waste total,Recycling,Recycling,98212,2010-12-31,01 MSW
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,09 Total
ACT,Total,,All other waste total,Landfill,Disposal,145595,2010-12-31,09 Total
ACT,Total,,All other waste total,Landfill,Energy recovery,34053,2010-12-31,09 Total
ACT,Total,,All other waste total,Recycling,Recycling,513453,2010-12-31,09 Total
NSW,Ash,,Ash waste total,Other disposal,Long-term storage,3540373,2010-12-31,04 C&I (electricity generation)
NSW,Ash,,Ash waste total,Recycling,Recycling,2847797,2010-12-31,04 C&I (electricity generation)
NSW,Ash,,Ash waste total,Other disposal,Long-term storage,3540373,2010-12-31,09 Total
NSW,Ash,,Ash waste total,Recycling,Recycling,2847797,2010-12-31,09 Total
NSW,Biosolids,,Biosolids total,Other disposal,Disposal,83665,2010-12-31,03 C&I core
NSW,Biosolids,,Biosolids total,Recycling,Recycling,330255,2010-12-31,03 C&I core
NSW,Biosolids,,Biosolids total,Other disposal,Disposal,83665,2010-12-31,09 Total
NSW,Biosolids,,Biosolids total,Recycling,Recycling,330255,2010-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Landfill,Disposal,334350,2010-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2010-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Recycling,Recycling,4744,2010-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Treatment,Disposal,40205,2010-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2010-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Treatment,Recycling,86870,2010-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,27871,2010-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Landfill,Disposal,280042,2010-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,2822,2010-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Recycling,Recycling,130695,2010-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Treatment,Disposal,85206,2010-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,49363,2010-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Treatment,Recycling,243366,2010-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,27871,2010-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Landfill,Disposal,614393,2010-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,2822,2010-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Recycling,Recycling,135438,2010-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Treatment,Disposal,125411,2010-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,49363,2010-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Treatment,Recycling,330236,2010-12-31,09 Total
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
NSW,Total,,All other waste total,Landfill,Disposal,995086,2010-12-31,02 C&D
NSW,Total,,All other waste total,Landfill,Energy recovery,32414,2010-12-31,02 C&D
NSW,Total,,All other waste total,Recycling,Recycling,5140064,2010-12-31,02 C&D
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,03 C&I core
NSW,Total,,All other waste total,Landfill,Disposal,1973478,2010-12-31,03 C&I core
NSW,Total,,All other waste total,Landfill,Energy recovery,225022,2010-12-31,03 C&I core
NSW,Total,,All other waste total,Recycling,Recycling,3056606,2010-12-31,03 C&I core
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,01 MSW
NSW,Total,,All other waste total,Landfill,Disposal,1913813,2010-12-31,01 MSW
NSW,Total,,All other waste total,Landfill,Energy recovery,284687,2010-12-31,01 MSW
NSW,Total,,All other waste total,Recycling,Recycling,1990489,2010-12-31,01 MSW
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,09 Total
NSW,Total,,All other waste total,Landfill,Disposal,4882377,2010-12-31,09 Total
NSW,Total,,All other waste total,Landfill,Energy recovery,542123,2010-12-31,09 Total
NSW,Total,,All other waste total,Recycling,Recycling,10187159,2010-12-31,09 Total
NT,Biosolids,,Biosolids total,Other disposal,Disposal,1219,2010-12-31,03 C&I core
NT,Biosolids,,Biosolids total,Recycling,Recycling,9631,2010-12-31,03 C&I core
NT,Biosolids,,Biosolids total,Other disposal,Disposal,1219,2010-12-31,09 Total
NT,Biosolids,,Biosolids total,Recycling,Recycling,9631,2010-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,5442,2010-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,3,2010-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,32,2010-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,64,2010-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2010-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,247,2010-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,1247,2010-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,6294,2010-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,292,2010-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,11820,2010-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,2048,2010-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,788,2010-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,4714,2010-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,1247,2010-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,11736,2010-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,294,2010-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,11852,2010-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,2111,2010-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,788,2010-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,4961,2010-12-31,09 Total
NT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
NT,Total,,All other waste total,Landfill,Disposal,121287,2010-12-31,02 C&D
NT,Total,,All other waste total,Landfill,Energy recovery,2916,2010-12-31,02 C&D
NT,Total,,All other waste total,Recycling,Recycling,0,2010-12-31,02 C&D
NT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,03 C&I core
NT,Total,,All other waste total,Landfill,Disposal,36443,2010-12-31,03 C&I core
NT,Total,,All other waste total,Landfill,Energy recovery,5204,2010-12-31,03 C&I core
NT,Total,,All other waste total,Recycling,Recycling,431,2010-12-31,03 C&I core
NT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,01 MSW
NT,Total,,All other waste total,Landfill,Disposal,110960,2010-12-31,01 MSW
NT,Total,,All other waste total,Landfill,Energy recovery,18978,2010-12-31,01 MSW
NT,Total,,All other waste total,Recycling,Recycling,13415,2010-12-31,01 MSW
NT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,09 Total
NT,Total,,All other waste total,Landfill,Disposal,268690,2010-12-31,09 Total
NT,Total,,All other waste total,Landfill,Energy recovery,27099,2010-12-31,09 Total
NT,Total,,All other waste total,Recycling,Recycling,13846,2010-12-31,09 Total
Qld,Ash,,Ash waste total,Other disposal,Long-term storage,4039648,2010-12-31,04 C&I (electricity generation)
Qld,Ash,,Ash waste total,Recycling,Recycling,671115,2010-12-31,04 C&I (electricity generation)
Qld,Ash,,Ash waste total,Other disposal,Long-term storage,4039648,2010-12-31,09 Total
Qld,Ash,,Ash waste total,Recycling,Recycling,671115,2010-12-31,09 Total
Qld,Biosolids,,Biosolids total,Other disposal,Disposal,9567,2010-12-31,03 C&I core
Qld,Biosolids,,Biosolids total,Recycling,Recycling,293384,2010-12-31,03 C&I core
Qld,Biosolids,,Biosolids total,Other disposal,Disposal,9567,2010-12-31,09 Total
Qld,Biosolids,,Biosolids total,Recycling,Recycling,293384,2010-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Landfill,Disposal,427659,2010-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,189,2010-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Recycling,Recycling,80,2010-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Treatment,Disposal,112,2010-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2010-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Treatment,Recycling,0,2010-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,12702,2010-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Landfill,Disposal,347744,2010-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,16948,2010-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Recycling,Recycling,345689,2010-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Treatment,Disposal,65132,2010-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,14786,2010-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Treatment,Recycling,109012,2010-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,12702,2010-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Landfill,Disposal,775403,2010-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,17137,2010-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Recycling,Recycling,345769,2010-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Treatment,Disposal,65244,2010-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,14786,2010-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Treatment,Recycling,109012,2010-12-31,09 Total
Qld,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
Qld,Total,,All other waste total,Landfill,Disposal,1295772,2010-12-31,02 C&D
Qld,Total,,All other waste total,Landfill,Energy recovery,10091,2010-12-31,02 C&D
Qld,Total,,All other waste total,Recycling,Recycling,809670,2010-12-31,02 C&D
Qld,Total,,All other waste total,Energy from waste facility,Energy recovery,49000,2010-12-31,03 C&I core
Qld,Total,,All other waste total,Landfill,Disposal,1243018,2010-12-31,03 C&I core
Qld,Total,,All other waste total,Landfill,Energy recovery,74967,2010-12-31,03 C&I core
Qld,Total,,All other waste total,Recycling,Recycling,1026460,2010-12-31,03 C&I core
Qld,Total,,All other waste total,Energy from waste facility,Energy recovery,139000,2010-12-31,01 MSW
Qld,Total,,All other waste total,Landfill,Disposal,1609658,2010-12-31,01 MSW
Qld,Total,,All other waste total,Landfill,Energy recovery,106377,2010-12-31,01 MSW
Qld,Total,,All other waste total,Recycling,Recycling,1111009,2010-12-31,01 MSW
Qld,Total,,All other waste total,Energy from waste facility,Energy recovery,188000,2010-12-31,09 Total
Qld,Total,,All other waste total,Landfill,Disposal,4148448,2010-12-31,09 Total
Qld,Total,,All other waste total,Landfill,Energy recovery,191435,2010-12-31,09 Total
Qld,Total,,All other waste total,Recycling,Recycling,2947139,2010-12-31,09 Total
SA,Ash,,Ash waste total,Other disposal,Long-term storage,249019,2010-12-31,04 C&I (electricity generation)
SA,Ash,,Ash waste total,Recycling,Recycling,170000,2010-12-31,04 C&I (electricity generation)
SA,Ash,,Ash waste total,Other disposal,Long-term storage,249019,2010-12-31,09 Total
SA,Ash,,Ash waste total,Recycling,Recycling,170000,2010-12-31,09 Total
SA,Biosolids,,Biosolids total,Other disposal,Disposal,0,2010-12-31,03 C&I core
SA,Biosolids,,Biosolids total,Recycling,Recycling,139034,2010-12-31,03 C&I core
SA,Biosolids,,Biosolids total,Other disposal,Disposal,0,2010-12-31,09 Total
SA,Biosolids,,Biosolids total,Recycling,Recycling,139034,2010-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2010-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,21662,2010-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2010-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,4396,2010-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,3590,2010-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2010-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,14203,2010-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,16765,2010-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,67995,2010-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,13802,2010-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,53418,2010-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,16688,2010-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,1316,2010-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,18541,2010-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,16765,2010-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,89657,2010-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,13802,2010-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,57814,2010-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,20277,2010-12-31,09 Total
